loc1,loc2,score
HRV,SEN,515
AGO,SEN,22513
MDA,SEN,394
BEN,SEN,68746
LAO,SEN,1318
LTU,SEN,416
ARM,SEN,360
ALB,SEN,775
HTI,SEN,14709
MLI,SEN,274213
SRB,SEN,668
PAN,SEN,1266
GEO,SEN,488
NOR,SEN,1159
SEN,SEN,12541400
NIC,SEN,1069
CMR,SEN,47201
IRL,SEN,813
LBN,SEN,5393
BGR,SEN,413
COD,SEN,30187
GRC,SEN,1841
KGZ,SEN,731
HUN,SEN,387
DNK,SEN,954
SVK,SEN,341
FIN,SEN,1718
HND,SEN,957
PRT,SEN,10820
AUT,SEN,1362
BHR,SEN,2301
DOM,SEN,2624
ETH,SEN,2287
NZL,SEN,211
LKA,SEN,1074
AZE,SEN,1243
KEN,SEN,16680
GHA,SEN,14355
JOR,SEN,1456
CHE,SEN,9184
CIV,SEN,132424
ROU,SEN,727
BOL,SEN,701
SGP,SEN,326
BEL,SEN,12784
LBY,SEN,6295
KHM,SEN,608
BLR,SEN,1070
OMN,SEN,2278
SWE,SEN,2621
CZE,SEN,387
GTM,SEN,570
ECU,SEN,788
NPL,SEN,338
HKG,SEN,373
QAT,SEN,3484
NLD,SEN,1718
KWT,SEN,2438
KAZ,SEN,1491
MYS,SEN,405
CHL,SEN,457
POL,SEN,264
ARG,SEN,1566
AUS,SEN,393
ITA,SEN,27349
KOR,SEN,624
NGA,SEN,9097
COL,SEN,708
PER,SEN,517
MAR,SEN,23300
MMR,SEN,202
CAN,SEN,6378
ARE,SEN,5759
ESP,SEN,25493
EGY,SEN,2392
PAK,SEN,1645
BGD,SEN,849
DZA,SEN,3206
GBR,SEN,2174
DEU,SEN,3148
PHL,SEN,652
SAU,SEN,3285
BRA,SEN,1817
JPN,SEN,887
FRA,SEN,41499
MEX,SEN,481
IDN,SEN,394
IND,SEN,515
SYC,VUT,13876
ATG,VUT,3942
GRD,VUT,3203
KIR,VUT,490963
TON,VUT,616523
STP,VUT,1779
VCT,VUT,2838
FSM,VUT,79608
LCA,VUT,31110
IMN,VUT,1410
ABW,VUT,1514
CYM,VUT,8157
JEY,VUT,792
CPV,VUT,702
VUT,VUT,299322870
SLB,VUT,4670251
CUW,VUT,638
BRB,VUT,2824
BHS,VUT,1275
CAF,VUT,1101
TLS,VUT,6819
BLZ,VUT,1565
ISL,VUT,906
GNQ,VUT,1400
DJI,VUT,702
MLT,VUT,1388
SUR,VUT,3158
PYF,VUT,92410
GUF,VUT,2811
SWZ,VUT,992
GUM,VUT,8458
NCL,VUT,1795368
MNE,VUT,243
GNB,VUT,1099
FJI,VUT,1171658
MDV,VUT,2435
BTN,VUT,695
COM,VUT,8101
GUY,VUT,4981
BWA,VUT,1303
MTQ,VUT,1359
LBR,VUT,3646
GLP,VUT,1494
BDI,VUT,1555
BRN,VUT,782
GAB,VUT,1019
SLE,VUT,4079
LUX,VUT,1555
TCD,VUT,749
PNG,VUT,404475
CYP,VUT,2042
TTO,VUT,2257
COG,VUT,1550
MUS,VUT,11923
LSO,VUT,494
RWA,VUT,2271
MKD,VUT,178
MRT,VUT,579
MAC,VUT,1559
GMB,VUT,1506
SVN,VUT,412
NER,VUT,1016
EST,VUT,913
JAM,VUT,2176
REU,VUT,3044
LVA,VUT,172
TGO,VUT,1890
MWI,VUT,1220
BIH,VUT,99
GIN,VUT,689
PRY,VUT,134
MDG,VUT,2033
PRI,VUT,175
BFA,VUT,763
URY,VUT,138
MNG,VUT,552
UGA,VUT,2200
CRI,VUT,227
MOZ,VUT,2302
TJK,VUT,218
HRV,VUT,166
AGO,VUT,1795
MDA,VUT,72
BEN,VUT,16093
LAO,VUT,258
LTU,VUT,1233
ARM,VUT,167
ALB,VUT,167
HTI,VUT,1544
MLI,VUT,1349
SRB,VUT,587
PAN,VUT,289
GEO,VUT,416
NOR,VUT,1005
SEN,VUT,810
NIC,VUT,259
CMR,VUT,1042
IRL,VUT,1153
LBN,VUT,284
TZA,VUT,1730
BGR,VUT,330
COD,VUT,1369
GRC,VUT,255
KGZ,VUT,131
HUN,VUT,337
DNK,VUT,468
SVK,VUT,111
FIN,VUT,456
HND,VUT,171
PRT,VUT,412
AUT,VUT,651
BHR,VUT,884
DOM,VUT,522
ETH,VUT,1015
NZL,VUT,210889
LKA,VUT,1152
AZE,VUT,109
KEN,VUT,1916
SLV,VUT,135
GHA,VUT,2758
JOR,VUT,232
CHE,VUT,2092
CIV,VUT,1216
ROU,VUT,139
TUN,VUT,334
BOL,VUT,332
SGP,VUT,1058
BEL,VUT,661
LBY,VUT,170
KHM,VUT,223
BLR,VUT,141
OMN,VUT,646
SWE,VUT,352
CZE,VUT,377
GTM,VUT,145
ECU,VUT,186
UZB,VUT,107
NPL,VUT,480
HKG,VUT,1004
QAT,VUT,1236
NLD,VUT,680
KWT,VUT,818
KAZ,VUT,138
MYS,VUT,493
CHL,VUT,139
POL,VUT,87
ARG,VUT,100
AUS,VUT,104880
ITA,VUT,308
KOR,VUT,701
TWN,VUT,276
NGA,VUT,1679
COL,VUT,154
PER,VUT,119
UKR,VUT,95
MAR,VUT,352
MMR,VUT,113
CAN,VUT,1125
ARE,VUT,1045
ESP,VUT,297
EGY,VUT,170
PAK,VUT,547
THA,VUT,230
BGD,VUT,626
TUR,VUT,136
DZA,VUT,248
GBR,VUT,1012
DEU,VUT,400
PHL,VUT,2245
SAU,VUT,725
VNM,VUT,254
BRA,VUT,188
JPN,VUT,870
FRA,VUT,2805
MEX,VUT,92
IDN,VUT,1840
USA,VUT,908
IND,VUT,329
SYC,SLE,13683
ATG,SLE,19845
GRD,SLE,22684
KIR,SLE,3890
FSM,SLE,1494
LCA,SLE,15973
IMN,SLE,933
ABW,SLE,2095
CYM,SLE,8193
JEY,SLE,1341
CPV,SLE,31946
SLB,SLE,8662
CUW,SLE,6149
BRB,SLE,8508
BHS,SLE,12983
CAF,SLE,33094
BLZ,SLE,7324
ISL,SLE,5219
GNQ,SLE,49049
DJI,SLE,9231
MLT,SLE,19048
PYF,SLE,465
GUF,SLE,14978
GUM,SLE,983
NCL,SLE,433
MNE,SLE,1312
GNB,SLE,236630
FJI,SLE,3473
MDV,SLE,4087
BTN,SLE,973
COM,SLE,10798
GUY,SLE,16616
BWA,SLE,330789
MTQ,SLE,4793
LBR,SLE,4249885
GLP,SLE,4234
BDI,SLE,52910
BRN,SLE,1337
GAB,SLE,40010
SLE,SLE,72400176
LUX,SLE,6243
PNG,SLE,17179
CYP,SLE,147630
COG,SLE,44957
MUS,SLE,3325
LSO,SLE,42748
RWA,SLE,98488
MKD,SLE,1751
MRT,SLE,104385
MAC,SLE,504
GMB,SLE,1201575
SVN,SLE,841
NER,SLE,47432
EST,SLE,1121
JAM,SLE,34295
REU,SLE,1667
LVA,SLE,855
MWI,SLE,357445
BIH,SLE,877
GIN,SLE,1016422
PRY,SLE,2153
MDG,SLE,15077
PRI,SLE,863
BFA,SLE,37632
MNG,SLE,549
CRI,SLE,1558
MOZ,SLE,53139
HRV,SLE,661
AGO,SLE,31486
MDA,SLE,994
BEN,SLE,45932
LAO,SLE,763
LTU,SLE,592
ARM,SLE,784
ALB,SLE,1373
HTI,SLE,29825
MLI,SLE,104585
SRB,SLE,1277
PAN,SLE,2114
GEO,SLE,1035
NOR,SLE,3767
NIC,SLE,2608
CMR,SLE,27687
IRL,SLE,4282
LBN,SLE,46506
BGR,SLE,835
COD,SLE,29964
GRC,SLE,7333
KGZ,SLE,1317
HUN,SLE,555
DNK,SLE,2498
SVK,SLE,508
FIN,SLE,2948
HND,SLE,1916
PRT,SLE,2949
AUT,SLE,1715
BHR,SLE,4404
DOM,SLE,11498
ETH,SLE,8226
NZL,SLE,762
LKA,SLE,3165
AZE,SLE,3454
KEN,SLE,54087
GHA,SLE,102626
JOR,SLE,2591
CHE,SLE,3254
CIV,SLE,65695
ROU,SLE,1271
BOL,SLE,896
SGP,SLE,1026
BEL,SLE,12750
LBY,SLE,17930
KHM,SLE,1195
BLR,SLE,2584
OMN,SLE,94737
SWE,SLE,6145
CZE,SLE,515
GTM,SLE,1006
ECU,SLE,1103
NPL,SLE,1497
HKG,SLE,787
QAT,SLE,19644
NLD,SLE,11383
KWT,SLE,67142
KAZ,SLE,2637
MYS,SLE,1419
CHL,SLE,954
POL,SLE,499
ARG,SLE,907
AUS,SLE,7835
ITA,SLE,6417
KOR,SLE,1153
NGA,SLE,38502
COL,SLE,1577
PER,SLE,779
MAR,SLE,9241
MMR,SLE,482
CAN,SLE,4707
ARE,SLE,62163
ESP,SLE,3585
EGY,SLE,6060
PAK,SLE,5307
BGD,SLE,3104
DZA,SLE,10412
GBR,SLE,17504
DEU,SLE,8357
PHL,SLE,2160
SAU,SLE,6474
BRA,SLE,1711
JPN,SLE,547
FRA,SLE,7183
MEX,SLE,841
IDN,SLE,1000
IND,SLE,2790
SYC,ZAF,13270
ATG,ZAF,2955
GRD,ZAF,3762
KIR,ZAF,603
TON,ZAF,713
STP,ZAF,12467
VCT,ZAF,3221
FSM,ZAF,244
LCA,ZAF,2902
IMN,ZAF,12506
ABW,ZAF,700
CYM,ZAF,18797
JEY,ZAF,10484
CPV,ZAF,2186
VUT,ZAF,605
SLB,ZAF,1030
CUW,ZAF,917
BRB,ZAF,1969
BHS,ZAF,3008
CAF,ZAF,5660
WSM,ZAF,571
TLS,ZAF,272
BLZ,ZAF,1258
MYT,ZAF,4262
ISL,ZAF,798
GNQ,ZAF,6337
DJI,ZAF,4862
MLT,ZAF,3203
SUR,ZAF,2196
PYF,ZAF,369
GUF,ZAF,1783
SWZ,ZAF,525658
GUM,ZAF,318
NCL,ZAF,241
MNE,ZAF,586
GNB,ZAF,6682
FJI,ZAF,1540
MDV,ZAF,2180
BTN,ZAF,361
COM,ZAF,5142
GUY,ZAF,4019
BWA,ZAF,144021
MTQ,ZAF,731
LBR,ZAF,27445
GLP,ZAF,1031
BDI,ZAF,29976
BRN,ZAF,897
GAB,ZAF,9499
SLE,ZAF,25583
LUX,ZAF,1952
TCD,ZAF,2849
PNG,ZAF,1706
CYP,ZAF,4768
TTO,ZAF,2446
COG,ZAF,17635
MUS,ZAF,15250
LSO,ZAF,368589
RWA,ZAF,12025
MKD,ZAF,403
MRT,ZAF,3570
MAC,ZAF,373
GMB,ZAF,5685
SVN,ZAF,403
NER,ZAF,5667
EST,ZAF,369
JAM,ZAF,5052
REU,ZAF,1224
KOS,ZAF,261
LVA,ZAF,249
TGO,ZAF,13261
MWI,ZAF,167548
BIH,ZAF,260
GIN,ZAF,4983
PRY,ZAF,348
MDG,ZAF,2711
PRI,ZAF,268
BFA,ZAF,5386
URY,ZAF,270
MNG,ZAF,153
UGA,ZAF,20229
CRI,ZAF,355
MOZ,ZAF,114207
TJK,ZAF,283
HRV,ZAF,463
AGO,ZAF,23587
MDA,ZAF,117
BEN,ZAF,6164
LAO,ZAF,107
LTU,ZAF,233
ARM,ZAF,113
ALB,ZAF,331
HTI,ZAF,5210
MLI,ZAF,6621
SRB,ZAF,472
PAN,ZAF,502
GEO,ZAF,279
NOR,ZAF,921
SEN,ZAF,6505
NIC,ZAF,418
CMR,ZAF,8068
IRL,ZAF,4376
LBN,ZAF,3401
TZA,ZAF,15729
BGR,ZAF,401
COD,ZAF,22380
GRC,ZAF,924
KGZ,ZAF,133
HUN,ZAF,329
DNK,ZAF,719
SVK,ZAF,221
FIN,ZAF,604
HND,ZAF,339
PRT,ZAF,1547
AUT,ZAF,885
BHR,ZAF,3536
DOM,ZAF,1414
ETH,ZAF,16352
NZL,ZAF,10165
LKA,ZAF,711
AZE,ZAF,273
KEN,ZAF,12272
SLV,ZAF,225
GHA,ZAF,12364
JOR,ZAF,485
CHE,ZAF,1747
CIV,ZAF,6300
ROU,ZAF,317
TUN,ZAF,761
BOL,ZAF,224
SGP,ZAF,763
BEL,ZAF,1166
LBY,ZAF,827
KHM,ZAF,168
BLR,ZAF,365
OMN,ZAF,3121
SWE,ZAF,1066
CZE,ZAF,290
GTM,ZAF,205
ECU,ZAF,256
UZB,ZAF,178
NPL,ZAF,309
HKG,ZAF,584
QAT,ZAF,3858
NLD,ZAF,2080
KWT,ZAF,1855
KAZ,ZAF,194
MYS,ZAF,390
CHL,ZAF,241
ZAF,ZAF,2022262
POL,ZAF,242
ARG,ZAF,250
AUS,ZAF,4001
ITA,ZAF,618
KOR,ZAF,346
TWN,ZAF,222
NGA,ZAF,8589
COL,ZAF,313
PER,ZAF,215
UKR,ZAF,220
MAR,ZAF,944
MMR,ZAF,116
CAN,ZAF,1423
ARE,ZAF,6344
ESP,ZAF,505
EGY,ZAF,567
PAK,ZAF,1769
THA,ZAF,177
BGD,ZAF,1757
TUR,ZAF,348
DZA,ZAF,739
GBR,ZAF,4054
DEU,ZAF,949
PHL,ZAF,489
SAU,ZAF,2196
VNM,ZAF,198
BRA,ZAF,286
JPN,ZAF,160
FRA,ZAF,706
MEX,ZAF,228
IDN,ZAF,197
USA,ZAF,1074
IND,ZAF,417
SYC,SGP,12938
ATG,SGP,1251
GRD,SGP,1286
KIR,SGP,793
FSM,SGP,2515
LCA,SGP,1325
IMN,SGP,10194
ABW,SGP,2350
CYM,SGP,18826
JEY,SGP,8377
CPV,SGP,357
SLB,SGP,3675
CUW,SGP,2005
BRB,SGP,1953
BHS,SGP,2847
CAF,SGP,506
BLZ,SGP,713
ISL,SGP,4101
GNQ,SGP,833
DJI,SGP,973
MLT,SGP,7000
PYF,SGP,1805
GUF,SGP,556
GUM,SGP,15738
NCL,SGP,1645
MNE,SGP,1514
GNB,SGP,355
FJI,SGP,2247
MDV,SGP,35237
BTN,SGP,7058
COM,SGP,167
GUY,SGP,795
BWA,SGP,714
MTQ,SGP,765
LBR,SGP,944
GLP,SGP,691
BDI,SGP,453
BRN,SGP,93174
GAB,SGP,395
LUX,SGP,8170
PNG,SGP,4550
CYP,SGP,6365
COG,SGP,366
MUS,SGP,7330
LSO,SGP,171
RWA,SGP,768
MKD,SGP,1103
MRT,SGP,252
MAC,SGP,59023
GMB,SGP,867
NER,SGP,377
EST,SGP,2294
JAM,SGP,819
REU,SGP,983
LVA,SGP,1182
MWI,SGP,347
BIH,SGP,506
GIN,SGP,326
PRY,SGP,353
MDG,SGP,403
PRI,SGP,687
BFA,SGP,217
MNG,SGP,2081
CRI,SGP,668
MOZ,SGP,320
HRV,SGP,1460
AGO,SGP,361
MDA,SGP,389
BEN,SGP,545
LAO,SGP,3223
LTU,SGP,1139
ARM,SGP,420
ALB,SGP,622
HTI,SGP,242
MLI,SGP,305
SRB,SGP,1044
PAN,SGP,712
GEO,SGP,436
NOR,SGP,5308
NIC,SGP,233
CMR,SGP,301
IRL,SGP,8843
LBN,SGP,2065
BGR,SGP,1144
COD,SGP,294
GRC,SGP,2396
KGZ,SGP,502
HUN,SGP,1158
DNK,SGP,4640
FIN,SGP,3640
HND,SGP,227
PRT,SGP,1962
AUT,SGP,2811
BHR,SGP,30235
DOM,SGP,355
ETH,SGP,469
NZL,SGP,23858
LKA,SGP,14388
AZE,SGP,444
KEN,SGP,705
GHA,SGP,854
JOR,SGP,1033
CHE,SGP,9662
CIV,SGP,283
ROU,SGP,884
BOL,SGP,234
SGP,SGP,4772337
BEL,SGP,2527
LBY,SGP,530
KHM,SGP,4242
BLR,SGP,858
OMN,SGP,22078
SWE,SGP,3748
CZE,SGP,1163
GTM,SGP,170
ECU,SGP,248
NPL,SGP,3630
HKG,SGP,60545
QAT,SGP,33038
NLD,SGP,4751
KWT,SGP,23912
KAZ,SGP,634
MYS,SGP,272336
CHL,SGP,442
POL,SGP,753
ARG,SGP,376
AUS,SGP,35503
ITA,SGP,2302
KOR,SGP,8800
NGA,SGP,669
COL,SGP,312
PER,SGP,304
MAR,SGP,570
MMR,SGP,45215
CAN,SGP,9039
ARE,SGP,28739
ESP,SGP,1623
EGY,SGP,476
PAK,SGP,1357
BGD,SGP,34230
DZA,SGP,295
GBR,SGP,9981
DEU,SGP,3157
PHL,SGP,30056
SAU,SGP,16855
BRA,SGP,362
JPN,SGP,10292
FRA,SGP,2656
MEX,SGP,287
IDN,SGP,14663
IND,SGP,7387
SYC,TTO,12609
ATG,TTO,770187
GRD,TTO,2405693
KIR,TTO,4125
TON,TTO,5379
STP,TTO,2091
FSM,TTO,20158
LCA,TTO,803436
IMN,TTO,2395
ABW,TTO,85165
CYM,TTO,377258
JEY,TTO,6769
CPV,TTO,2087
SLB,TTO,3463
CUW,TTO,79915
BRB,TTO,931273
BHS,TTO,170291
CAF,TTO,2254
TLS,TTO,495
BLZ,TTO,119605
ISL,TTO,2552
GNQ,TTO,3576
DJI,TTO,1631
MLT,TTO,6016
SUR,TTO,424229
PYF,TTO,900
GUF,TTO,91405
SWZ,TTO,2395
GUM,TTO,5233
NCL,TTO,720
MNE,TTO,1243
GNB,TTO,2099
FJI,TTO,44760
MDV,TTO,2980
BTN,TTO,398
COM,TTO,2048
GUY,TTO,2488726
BWA,TTO,5005
MTQ,TTO,32551
LBR,TTO,11716
GLP,TTO,27543
BDI,TTO,1290
BRN,TTO,1894
GAB,TTO,2784
SLE,TTO,9951
LUX,TTO,3144
TCD,TTO,859
PNG,TTO,3620
CYP,TTO,2954
TTO,TTO,56111152
COG,TTO,3461
MUS,TTO,27369
LSO,TTO,1575
RWA,TTO,1701
MKD,TTO,923
MRT,TTO,1337
MAC,TTO,1304
GMB,TTO,9772
SVN,TTO,910
NER,TTO,1382
EST,TTO,529
JAM,TTO,574061
REU,TTO,1925
LVA,TTO,671
TGO,TTO,2867
MWI,TTO,1798
BIH,TTO,621
GIN,TTO,1858
PRY,TTO,1849
MDG,TTO,1887
PRI,TTO,3471
BFA,TTO,1345
MNG,TTO,199
CRI,TTO,3250
MOZ,TTO,2097
TJK,TTO,325
HRV,TTO,854
AGO,TTO,2834
MDA,TTO,365
BEN,TTO,3007
LAO,TTO,166
LTU,TTO,407
ARM,TTO,223
ALB,TTO,726
HTI,TTO,19705
MLI,TTO,1833
SRB,TTO,979
PAN,TTO,8123
GEO,TTO,414
NOR,TTO,2380
SEN,TTO,2989
NIC,TTO,2151
CMR,TTO,2920
IRL,TTO,4839
LBN,TTO,1435
BGR,TTO,743
COD,TTO,2016
GRC,TTO,910
KGZ,TTO,178
HUN,TTO,535
DNK,TTO,1585
SVK,TTO,373
FIN,TTO,937
HND,TTO,2089
PRT,TTO,1489
AUT,TTO,1131
BHR,TTO,2337
DOM,TTO,17546
ETH,TTO,1088
NZL,TTO,2562
LKA,TTO,4002
AZE,TTO,514
KEN,TTO,4334
SLV,TTO,1138
GHA,TTO,7218
JOR,TTO,997
CHE,TTO,2931
CIV,TTO,2049
ROU,TTO,707
TUN,TTO,1293
BOL,TTO,1255
SGP,TTO,1645
BEL,TTO,1294
LBY,TTO,445
KHM,TTO,233
BLR,TTO,548
OMN,TTO,1839
SWE,TTO,1896
CZE,TTO,483
GTM,TTO,984
ECU,TTO,5445
NPL,TTO,370
HKG,TTO,884
QAT,TTO,3350
NLD,TTO,5349
KWT,TTO,1830
KAZ,TTO,457
MYS,TTO,770
CHL,TTO,5483
POL,TTO,348
ARG,TTO,1536
AUS,TTO,2489
ITA,TTO,966
KOR,TTO,409
NGA,TTO,5104
COL,TTO,9729
PER,TTO,6525
MAR,TTO,1266
MMR,TTO,149
CAN,TTO,32328
ARE,TTO,3553
ESP,TTO,2183
EGY,TTO,719
PAK,TTO,1262
THA,TTO,234
BGD,TTO,656
TUR,TTO,446
DZA,TTO,722
GBR,TTO,12103
DEU,TTO,1497
PHL,TTO,1201
SAU,TTO,1273
BRA,TTO,2313
JPN,TTO,825
FRA,TTO,1103
MEX,TTO,975
IDN,TTO,462
IND,TTO,662
SYC,SUR,10761
ATG,SUR,575311
GRD,SUR,971861
KIR,SUR,6863
FSM,SUR,602079
LCA,SUR,612552
IMN,SUR,1401
ABW,SUR,983281
CYM,SUR,60476
JEY,SUR,484
CPV,SUR,2988
SLB,SUR,7283
CUW,SUR,1129700
BRB,SUR,305859
BHS,SUR,514764
CAF,SUR,5111
BLZ,SUR,425190
ISL,SUR,829
GNQ,SUR,6270
DJI,SUR,1223
MLT,SUR,1599
SUR,SUR,166059344
PYF,SUR,1841
GUF,SUR,12074287
GUM,SUR,111825
NCL,SUR,1264
MNE,SUR,586
GNB,SUR,3390
FJI,SUR,159563
MDV,SUR,1727
BTN,SUR,561
COM,SUR,4127
GUY,SUR,2929000
BWA,SUR,3124
MTQ,SUR,915754
LBR,SUR,18592
GLP,SUR,271886
BDI,SUR,3272
BRN,SUR,1692
GAB,SUR,7102
SLE,SUR,11841
LUX,SUR,1913
PNG,SUR,14556
CYP,SUR,2269
COG,SUR,8623
MUS,SUR,41364
LSO,SUR,2085
RWA,SUR,2560
MKD,SUR,839
MRT,SUR,3006
MAC,SUR,1476
GMB,SUR,8549
SVN,SUR,434
NER,SUR,2772
EST,SUR,388
JAM,SUR,589599
REU,SUR,3707
LVA,SUR,443
MWI,SUR,2082
BIH,SUR,357
GIN,SUR,3345
PRY,SUR,1629
MDG,SUR,2734
PRI,SUR,1951
BFA,SUR,2745
MNG,SUR,251
CRI,SUR,1680
MOZ,SUR,3676
HRV,SUR,534
AGO,SUR,5702
MDA,SUR,224
BEN,SUR,10002
LAO,SUR,761
LTU,SUR,250
ARM,SUR,210
ALB,SUR,524
HTI,SUR,195380
MLI,SUR,4255
SRB,SUR,2679
PAN,SUR,4510
GEO,SUR,383
NOR,SUR,606
SEN,SUR,6957
NIC,SUR,1695
CMR,SUR,5124
IRL,SUR,1037
LBN,SUR,1374
BGR,SUR,720
COD,SUR,6608
GRC,SUR,1096
KGZ,SUR,176
HUN,SUR,370
DNK,SUR,509
SVK,SUR,369
FIN,SUR,347
HND,SUR,2554
PRT,SUR,1666
AUT,SUR,616
BHR,SUR,1539
DOM,SUR,55015
ETH,SUR,823
NZL,SUR,1859
LKA,SUR,3031
AZE,SUR,428
KEN,SUR,3980
GHA,SUR,6053
JOR,SUR,616
CHE,SUR,1603
CIV,SUR,5126
ROU,SUR,539
BOL,SUR,1146
SGP,SUR,1201
BEL,SUR,84962
LBY,SUR,456
KHM,SUR,296
BLR,SUR,473
OMN,SUR,1307
SWE,SUR,648
CZE,SUR,569
GTM,SUR,950
ECU,SUR,1618
NPL,SUR,415
HKG,SUR,1731
QAT,SUR,2003
NLD,SUR,456559
KWT,SUR,1472
KAZ,SUR,454
MYS,SUR,1635
CHL,SUR,3843
POL,SUR,292
ARG,SUR,799
AUS,SUR,950
ITA,SUR,862
KOR,SUR,650
NGA,SUR,3899
COL,SUR,2371
PER,SUR,1306
MAR,SUR,1758
MMR,SUR,172
CAN,SUR,3559
ARE,SUR,2111
ESP,SUR,1742
EGY,SUR,545
PAK,SUR,1097
BGD,SUR,591
DZA,SUR,758
GBR,SUR,1468
DEU,SUR,904
PHL,SUR,1791
SAU,SUR,1136
BRA,SUR,10776
JPN,SUR,306
FRA,SUR,23074
MEX,SUR,722
IDN,SUR,1180
IND,SUR,701
SYC,TON,10664
ATG,TON,5288
GRD,TON,5222
KIR,TON,651376
TON,TON,694741188
STP,TON,1350
FSM,TON,359872
LCA,TON,3125
IMN,TON,4603
ABW,TON,2533
CYM,TON,4596
JEY,TON,1239
CPV,TON,3357
SLB,TON,270926
CUW,TON,2067
BRB,TON,1471
BHS,TON,2712
CAF,TON,976
TLS,TON,45243
BLZ,TON,11488
ISL,TON,1578
GNQ,TON,849
DJI,TON,1022
MLT,TON,1320
SUR,TON,40642
PYF,TON,73191
GUF,TON,2313
SWZ,TON,1255
GUM,TON,148541
NCL,TON,139634
MNE,TON,387
GNB,TON,765
FJI,TON,2413502
MDV,TON,1914
BTN,TON,902
COM,TON,2003
GUY,TON,41227
BWA,TON,1953
MTQ,TON,350
LBR,TON,4198
GLP,TON,352
BDI,TON,1113
BRN,TON,1102
GAB,TON,583
SLE,TON,5370
LUX,TON,380
TCD,TON,427
PNG,TON,436029
CYP,TON,942
COG,TON,1046
MUS,TON,6043
LSO,TON,657
RWA,TON,993
MKD,TON,390
MRT,TON,538
MAC,TON,3297
GMB,TON,4314
SVN,TON,165
NER,TON,782
EST,TON,143
JAM,TON,3209
REU,TON,575
LVA,TON,225
TGO,TON,2270
MWI,TON,2665
BIH,TON,225
GIN,TON,621
PRY,TON,461
MDG,TON,1106
PRI,TON,386
BFA,TON,458
MNG,TON,517
CRI,TON,400
MOZ,TON,1067
TJK,TON,463
HRV,TON,652
AGO,TON,942
MDA,TON,135
BEN,TON,4430
LAO,TON,389
LTU,TON,116
ARM,TON,208
ALB,TON,379
HTI,TON,1193
MLI,TON,590
SRB,TON,212
PAN,TON,841
GEO,TON,451
NOR,TON,636
SEN,TON,842
NIC,TON,421
CMR,TON,1081
IRL,TON,2153
LBN,TON,436
BGR,TON,312
COD,TON,1229
GRC,TON,231
KGZ,TON,170
HUN,TON,227
DNK,TON,1281
SVK,TON,440
FIN,TON,344
HND,TON,513
PRT,TON,252
AUT,TON,789
BHR,TON,988
DOM,TON,1773
ETH,TON,662
NZL,TON,2632762
LKA,TON,2608
AZE,TON,224
KEN,TON,1001
SLV,TON,493
GHA,TON,2848
JOR,TON,310
CHE,TON,1716
CIV,TON,819
ROU,TON,1810
TUN,TON,2454
BOL,TON,256
SGP,TON,1237
BEL,TON,601
LBY,TON,282
KHM,TON,380
BLR,TON,111
OMN,TON,936
SWE,TON,1540
CZE,TON,1096
GTM,TON,379
ECU,TON,409
NPL,TON,637
HKG,TON,802
QAT,TON,1737
NLD,TON,400
KWT,TON,898
KAZ,TON,194
MYS,TON,625
CHL,TON,394
POL,TON,836
ARG,TON,221
AUS,TON,381475
ITA,TON,500
KOR,TON,531
NGA,TON,4798
COL,TON,295
PER,TON,332
MAR,TON,11283
MMR,TON,229
CAN,TON,1735
ARE,TON,1401
ESP,TON,440
EGY,TON,535
PAK,TON,1346
THA,TON,261
BGD,TON,922
DZA,TON,1241
GBR,TON,3469
DEU,TON,975
PHL,TON,2118
SAU,TON,801
BRA,TON,246
JPN,TON,8925
FRA,TON,2381
MEX,TON,244
IDN,TON,760
IND,TON,505
SYC,TGO,10562
ATG,TGO,5482
GRD,TGO,6001
KIR,TGO,3183
STP,TGO,18792
FSM,TGO,823
LCA,TGO,5413
IMN,TGO,293
ABW,TGO,1413
CYM,TGO,2343
JEY,TGO,523
CPV,TGO,9615
SLB,TGO,3070
CUW,TGO,1683
BRB,TGO,2821
BHS,TGO,4110
CAF,TGO,389606
BLZ,TGO,2223
ISL,TGO,2224
GNQ,TGO,211817
DJI,TGO,15869
MLT,TGO,4481
SUR,TGO,8724
PYF,TGO,3152
GUF,TGO,17018
SWZ,TGO,23693
GUM,TGO,862
NCL,TGO,3218
MNE,TGO,1930
GNB,TGO,34621
FJI,TGO,1555
MDV,TGO,1214
BTN,TGO,559
COM,TGO,17498
GUY,TGO,4793
BWA,TGO,34087
MTQ,TGO,10077
LBR,TGO,82579
GLP,TGO,9912
BDI,TGO,42986
BRN,TGO,616
GAB,TGO,519975
SLE,TGO,52232
LUX,TGO,15990
TCD,TGO,216850
PNG,TGO,8546
CYP,TGO,6822
COG,TGO,235170
MUS,TGO,5501
LSO,TGO,18065
RWA,TGO,29346
MKD,TGO,1259
MRT,TGO,43128
MAC,TGO,1251
GMB,TGO,43116
SVN,TGO,684
NER,TGO,552463
EST,TGO,474
JAM,TGO,11276
REU,TGO,5756
LVA,TGO,902
TGO,TGO,27293645
MWI,TGO,17279
BIH,TGO,1015
GIN,TGO,108535
PRY,TGO,2073
MDG,TGO,32909
PRI,TGO,565
BFA,TGO,368779
MNG,TGO,458
CRI,TGO,1152
MOZ,TGO,24303
HRV,TGO,643
AGO,TGO,22735
MDA,TGO,751
BEN,TGO,1124249
LAO,TGO,953
LTU,TGO,986
